comparison,overall_fst,n1,n2
LHU.2016~PPT.2016,0.1691,17,12
LHU.2016~QUI.1997,0.1483,17,17
LHU.2016~QUI.2011,0.1061,17,12
LHU.2016~QUI.2013,0.0961,17,8
LHU.2016~QUI.2016,0.1169,17,38
LHU.2016~QUI.2017,0.1115,17,24
LHU.2016~REE.2000,0.1724,17,20
LHU.2016~REE.2001,0.1243,17,12
LHU.2016~REE.2009,0.1584,17,21
LHU.2016~REE.2012,0.0536,17,3
LHU.2016~REE.2016,0.1095,17,10
LHU.2016~ROC.1997,0.1525,17,5
LHU.2016~ROC.2000,0.2427,17,6
LHU.2016~ROC.2009,0.102,17,28
LHU.2016~ROC.2017,0.1194,17,47
LHU.2016~SFH.2009,0.1299,17,7
LHU.2016~SFH.2011,0.2554,17,6
LHU.2016~SFH.2012,0.0639,17,5
LHU.2016~SFH.2014,0.1764,17,3
LHU.2016~SFH.2016,0.109,17,30
LHU.2016~SFH.2018,0.1028,17,15
LHU.2016~SFL.2010,0.0941,17,25
LHU.2016~STE.2000,0.1981,17,20
LHU.2016~SUM.2013,0.1157,17,10
LHU.2016~TRU.2016,0.1558,17,19
LHU.2016~UNK.0,0.1486,17,1
LHU.2016~UPT.2017,0.1195,17,17
LHU.2016~WAL.2011,0.2218,17,12
LHU.2016~WAL.2015,0.1146,17,79
LHU.2016~WAL.2017,0.2662,17,17
LHU.2016~WWH.1996,0.0421,17,8
LHU.2016~WWH.2011,0.116,17,8
LHU.2016~YUB.2016,0.1677,17,17
LTR.2016~MAG.2009,0.1119,10,32
LTR.2016~MAG.2015,0.1124,10,33
LTR.2016~MAR.2000,0.1497,10,18
LTR.2016~MAR.2002,0.1248,10,9
LTR.2016~MAR.2012,0.1494,10,18
LTR.2016~MAR.2016,0.0917,10,19
LTR.2016~MAR.2017,0.1087,10,45
LTR.2016~MCD.1998,0.4928,10,1
LTR.2016~MCD.2000,0.1501,10,8
LTR.2016~MCD.2017,0.1062,10,15
LTR.2016~NFH.1997,0.1183,10,7
LTR.2016~NFH.2000,0.1667,10,6
LTR.2016~NFH.2017,0.1129,10,33
LTR.2016~OOB.2011,0.2918,10,1
LTR.2016~PPT.2016,0.1616,10,12
LTR.2016~QUI.1997,0.1557,10,17
LTR.2016~QUI.2011,0.1498,10,12
LTR.2016~QUI.2013,0.1318,10,8
LTR.2016~QUI.2016,0.122,10,38
LTR.2016~QUI.2017,0.1161,10,24
LTR.2016~REE.2000,0.2476,10,20
LTR.2016~REE.2001,0.1224,10,12
LTR.2016~REE.2009,0.2435,10,21
LTR.2016~REE.2012,0.0872,10,3
LTR.2016~REE.2016,0.1869,10,10
LTR.2016~ROC.1997,0.1146,10,5
LTR.2016~ROC.2000,0.266,10,6
LTR.2016~ROC.2009,0.1159,10,28
LTR.2016~ROC.2017,0.1333,10,47
LTR.2016~SFH.2009,0.1783,10,7
LTR.2016~SFH.2011,0.3603,10,6
LTR.2016~SFH.2012,0.0754,10,5
LTR.2016~SFH.2014,0.2501,10,3
LTR.2016~SFH.2016,0.1246,10,30
LTR.2016~SFH.2018,0.1029,10,15
LTR.2016~SFL.2010,0.1375,10,25
LTR.2016~STE.2000,0.2612,10,20
LTR.2016~SUM.2013,0.1196,10,10
LTR.2016~TRU.2016,0.1244,10,19
LTR.2016~UNK.0,0.1356,10,1
LTR.2016~UPT.2017,0.0728,10,17
LTR.2016~WAL.2011,0.3063,10,12
LTR.2016~WAL.2015,0.1652,10,79
LTR.2016~WAL.2017,0.3552,10,17
LTR.2016~WWH.1996,0.0654,10,8
LTR.2016~WWH.2011,0.1693,10,8
LTR.2016~YUB.2016,0.146,10,17
MAG.2009~MAG.2015,0.0062,32,33
MAG.2009~MAR.2000,0.0519,32,18
MAG.2009~MAR.2002,0.0149,32,9
MAG.2009~MAR.2012,0.0864,32,18
MAG.2009~MAR.2016,0.0288,32,19
MAG.2009~MAR.2017,0.0384,32,45
MAG.2009~MCD.1998,0.4237,32,1
MAG.2009~MCD.2000,0.1168,32,8
MAG.2009~MCD.2017,0.0969,32,15
MAG.2009~NFH.1997,0.0608,32,7
MAG.2009~NFH.2000,0.1017,32,6
MAG.2009~NFH.2017,0.0537,32,33
MAG.2009~OOB.2011,0.1584,32,1
MAG.2009~PPT.2016,0.1316,32,12
MAG.2009~QUI.1997,0.1107,32,17
MAG.2009~QUI.2011,0.0826,32,12
MAG.2009~QUI.2013,0.0585,32,8
MAG.2009~QUI.2016,0.0797,32,38
MAG.2009~QUI.2017,0.1366,32,24
MAG.2009~REE.2000,0.1094,32,20
MAG.2009~REE.2001,0.0949,32,12
MAG.2009~REE.2009,0.1062,32,21
MAG.2009~REE.2012,0.0261,32,3
MAG.2009~REE.2016,0.068,32,10
MAG.2009~ROC.1997,0.0405,32,5
MAG.2009~ROC.2000,0.109,32,6
MAG.2009~ROC.2009,0.0426,32,28
MAG.2009~ROC.2017,0.0416,32,47
MAG.2009~SFH.2009,0.0458,32,7
MAG.2009~SFH.2011,0.247,32,6
MAG.2009~SFH.2012,0.0198,32,5
MAG.2009~SFH.2014,0.0982,32,3
MAG.2009~SFH.2016,0.0983,32,30
MAG.2009~SFH.2018,0.0447,32,15
MAG.2009~SFL.2010,0.083,32,25
MAG.2009~STE.2000,0.1197,32,20
MAG.2009~SUM.2013,0.0963,32,10
MAG.2009~TRU.2016,0.1118,32,19
MAG.2009~UNK.0,0.1141,32,1
MAG.2009~UPT.2017,0.088,32,17
MAG.2009~WAL.2011,0.1789,32,12
MAG.2009~WAL.2015,0.1184,32,79
MAG.2009~WAL.2017,0.2151,32,17
MAG.2009~WWH.1996,0.0178,32,8
MAG.2009~WWH.2011,0.0754,32,8
MAG.2009~YUB.2016,0.1126,32,17
MAG.2015~MAR.2000,0.0542,33,18
MAG.2015~MAR.2002,0.0183,33,9
MAG.2015~MAR.2012,0.0756,33,18
MAG.2015~MAR.2016,0.0274,33,19
MAG.2015~MAR.2017,0.0417,33,45
MAG.2015~MCD.1998,0.3477,33,1
MAG.2015~MCD.2000,0.0993,33,8
MAG.2015~MCD.2017,0.0881,33,15
MAG.2015~NFH.1997,0.0483,33,7
MAG.2015~NFH.2000,0.0472,33,6
MAG.2015~NFH.2017,0.0427,33,33
MAG.2015~OOB.2011,0.1504,33,1
MAG.2015~PPT.2016,0.1385,33,12
MAG.2015~QUI.1997,0.106,33,17
MAG.2015~QUI.2011,0.0829,33,12
MAG.2015~QUI.2013,0.0441,33,8
MAG.2015~QUI.2016,0.0776,33,38
MAG.2015~QUI.2017,0.1312,33,24
MAG.2015~REE.2000,0.1253,33,20
MAG.2015~REE.2001,0.0838,33,12
MAG.2015~REE.2009,0.122,33,21
MAG.2015~REE.2012,0.0026,33,3
MAG.2015~REE.2016,0.0702,33,10
MAG.2015~ROC.1997,0.0253,33,5
MAG.2015~ROC.2000,0.1217,33,6
MAG.2015~ROC.2009,0.0435,33,28
MAG.2015~ROC.2017,0.0507,33,47
MAG.2015~SFH.2009,0.0548,33,7
MAG.2015~SFH.2011,0.2371,33,6
MAG.2015~SFH.2012,0.0105,33,5
MAG.2015~SFH.2014,0.0869,33,3
MAG.2015~SFH.2016,0.0896,33,30
MAG.2015~SFH.2018,0.0533,33,15
MAG.2015~SFL.2010,0.0891,33,25
MAG.2015~STE.2000,0.1251,33,20
MAG.2015~SUM.2013,0.0908,33,10
MAG.2015~TRU.2016,0.1133,33,19
MAG.2015~UNK.0,0.0661,33,1
MAG.2015~UPT.2017,0.0886,33,17
MAG.2015~WAL.2011,0.164,33,12
MAG.2015~WAL.2015,0.1031,33,79
MAG.2015~WAL.2017,0.2036,33,17
MAG.2015~WWH.1996,0.0063,33,8
MAG.2015~WWH.2011,0.0535,33,8
MAG.2015~YUB.2016,0.1183,33,17
MAR.2000~MAR.2002,0.0448,18,9
MAR.2000~MAR.2012,0.1279,18,18
MAR.2000~MAR.2016,0.0414,18,19
MAR.2000~MAR.2017,0.0266,18,45
MAR.2000~MCD.1998,0.5085,18,1
MAR.2000~MCD.2000,0.2002,18,8
MAR.2000~MCD.2017,0.1322,18,15
MAR.2000~NFH.1997,0.1056,18,7
MAR.2000~NFH.2000,0.1428,18,6
MAR.2000~NFH.2017,0.0622,18,33
MAR.2000~OOB.2011,0.2263,18,1
MAR.2000~PPT.2016,0.1796,18,12
MAR.2000~QUI.1997,0.1564,18,17
MAR.2000~QUI.2011,0.1151,18,12
MAR.2000~QUI.2013,0.1078,18,8
MAR.2000~QUI.2016,0.1192,18,38
MAR.2000~QUI.2017,0.1331,18,24
MAR.2000~REE.2000,0.205,18,20
MAR.2000~REE.2001,0.1545,18,12
MAR.2000~REE.2009,0.1931,18,21
MAR.2000~REE.2012,0.0691,18,3
MAR.2000~REE.2016,0.1418,18,10
MAR.2000~ROC.1997,0.1145,18,5
MAR.2000~ROC.2000,0.2121,18,6
MAR.2000~ROC.2009,0.0534,18,28
MAR.2000~ROC.2017,0.0657,18,47
MAR.2000~SFH.2009,0.138,18,7
MAR.2000~SFH.2011,0.312,18,6
MAR.2000~SFH.2012,0.0453,18,5
MAR.2000~SFH.2014,0.1124,18,3
MAR.2000~SFH.2016,0.116,18,30
MAR.2000~SFH.2018,0.0867,18,15
MAR.2000~SFL.2010,0.115,18,25
MAR.2000~STE.2000,0.2286,18,20
MAR.2000~SUM.2013,0.142,18,10
MAR.2000~TRU.2016,0.1614,18,19
MAR.2000~UNK.0,0.2471,18,1
MAR.2000~UPT.2017,0.1306,18,17
MAR.2000~WAL.2011,0.27,18,12
MAR.2000~WAL.2015,0.143,18,79
MAR.2000~WAL.2017,0.3076,18,17
MAR.2000~WWH.1996,0.0833,18,8
MAR.2000~WWH.2011,0.1454,18,8
MAR.2000~YUB.2016,0.1678,18,17
MAR.2002~MAR.2012,0.0789,9,18
MAR.2002~MAR.2016,0.001,9,19
MAR.2002~MAR.2017,-0.0033,9,45
MAR.2002~MCD.1998,0.5153,9,1
MAR.2002~MCD.2000,0.1454,9,8
MAR.2002~MCD.2017,0.0768,9,15
MAR.2002~NFH.1997,0.0518,9,7
MAR.2002~NFH.2000,0.0764,9,6
MAR.2002~NFH.2017,0.022,9,33
MAR.2002~OOB.2011,0.1557,9,1
MAR.2002~PPT.2016,0.1588,9,12
MAR.2002~QUI.1997,0.1227,9,17
MAR.2002~QUI.2011,0.0865,9,12
MAR.2002~QUI.2013,0.0822,9,8
MAR.2002~QUI.2016,0.0732,9,38
MAR.2002~QUI.2017,0.081,9,24
MAR.2002~REE.2000,0.2098,9,20
MAR.2002~REE.2001,0.1389,9,12
MAR.2002~REE.2009,0.2127,9,21
MAR.2002~REE.2012,0.0793,9,3
MAR.2002~REE.2016,0.1258,9,10
MAR.2002~ROC.1997,0.0593,9,5
MAR.2002~ROC.2000,0.1767,9,6
MAR.2002~ROC.2009,0.0183,9,28
MAR.2002~ROC.2017,0.0357,9,47
MAR.2002~SFH.2009,0.1163,9,7
MAR.2002~SFH.2011,0.3228,9,6
MAR.2002~SFH.2012,0.0315,9,5
MAR.2002~SFH.2014,0.0981,9,3
MAR.2002~SFH.2016,0.102,9,30
MAR.2002~SFH.2018,0.0276,9,15
MAR.2002~SFL.2010,0.0774,9,25
MAR.2002~STE.2000,0.1956,9,20
MAR.2002~SUM.2013,0.1042,9,10
MAR.2002~TRU.2016,0.1166,9,19
MAR.2002~UNK.0,0.2534,9,1
MAR.2002~UPT.2017,0.0967,9,17
MAR.2002~WAL.2011,0.2493,9,12
MAR.2002~WAL.2015,0.1074,9,79
MAR.2002~WAL.2017,0.2895,9,17
MAR.2002~WWH.1996,0.0516,9,8
MAR.2002~WWH.2011,0.1229,9,8
MAR.2002~YUB.2016,0.138,9,17
MAR.2012~MAR.2016,0.0671,18,19
MAR.2012~MAR.2017,0.0926,18,45
MAR.2012~MCD.1998,0.3501,18,1
MAR.2012~MCD.2000,0.1468,18,8
MAR.2012~MCD.2017,0.1146,18,15
MAR.2012~NFH.1997,0.0894,18,7
MAR.2012~NFH.2000,0.1562,18,6
MAR.2012~NFH.2017,0.0849,18,33
MAR.2012~OOB.2011,0.1243,18,1
MAR.2012~PPT.2016,0.1874,18,12
MAR.2012~QUI.1997,0.1471,18,17
MAR.2012~QUI.2011,0.1163,18,12
MAR.2012~QUI.2013,0.1067,18,8
MAR.2012~QUI.2016,0.1157,18,38
MAR.2012~QUI.2017,0.1218,18,24
MAR.2012~REE.2000,0.2098,18,20
MAR.2012~REE.2001,0.1412,18,12
MAR.2012~REE.2009,0.2115,18,21
MAR.2012~REE.2012,0.0859,18,3
MAR.2012~REE.2016,0.1461,18,10
MAR.2012~ROC.1997,0.1199,18,5
MAR.2012~ROC.2000,0.2438,18,6
MAR.2012~ROC.2009,0.1007,18,28
MAR.2012~ROC.2017,0.1385,18,47
MAR.2012~SFH.2009,0.1312,18,7
MAR.2012~SFH.2011,0.2014,18,6
MAR.2012~SFH.2012,0.0509,18,5
MAR.2012~SFH.2014,0.1782,18,3
MAR.2012~SFH.2016,0.0631,18,30
MAR.2012~SFH.2018,0.1113,18,15
MAR.2012~SFL.2010,0.1101,18,25
MAR.2012~STE.2000,0.1974,18,20
MAR.2012~SUM.2013,0.1134,18,10
MAR.2012~TRU.2016,0.1611,18,19
MAR.2012~UNK.0,0.1812,18,1
MAR.2012~UPT.2017,0.1294,18,17
MAR.2012~WAL.2011,0.1362,18,12
MAR.2012~WAL.2015,0.0768,18,79
MAR.2012~WAL.2017,0.1706,18,17
MAR.2012~WWH.1996,0.0652,18,8
MAR.2012~WWH.2011,0.1239,18,8
MAR.2012~YUB.2016,0.1653,18,17
MAR.2016~MAR.2017,0.0022,19,45
MAR.2016~MCD.1998,0.4593,19,1
MAR.2016~MCD.2000,0.0996,19,8
MAR.2016~MCD.2017,0.0776,19,15
MAR.2016~NFH.1997,0.0471,19,7
MAR.2016~NFH.2000,0.0555,19,6
MAR.2016~NFH.2017,0.0417,19,33
MAR.2016~OOB.2011,0.1377,19,1
MAR.2016~PPT.2016,0.1311,19,12
MAR.2016~QUI.1997,0.0993,19,17
MAR.2016~QUI.2011,0.0816,19,12
MAR.2016~QUI.2013,0.0481,19,8
MAR.2016~QUI.2016,0.0693,19,38
MAR.2016~QUI.2017,0.1167,19,24
MAR.2016~REE.2000,0.147,19,20
MAR.2016~REE.2001,0.0958,19,12
MAR.2016~REE.2009,0.1439,19,21
MAR.2016~REE.2012,0.0289,19,3
MAR.2016~REE.2016,0.0796,19,10
MAR.2016~ROC.1997,0.0232,19,5
MAR.2016~ROC.2000,0.135,19,6
MAR.2016~ROC.2009,0.0301,19,28
MAR.2016~ROC.2017,0.0371,19,47
MAR.2016~SFH.2009,0.0915,19,7
MAR.2016~SFH.2011,0.2548,19,6
MAR.2016~SFH.2012,0.0061,19,5
MAR.2016~SFH.2014,0.067,19,3
MAR.2016~SFH.2016,0.0981,19,30
MAR.2016~SFH.2018,0.0335,19,15
MAR.2016~SFL.2010,0.0737,19,25
MAR.2016~STE.2000,0.1587,19,20
MAR.2016~SUM.2013,0.0894,19,10
MAR.2016~TRU.2016,0.1019,19,19
MAR.2016~UNK.0,0.1215,19,1
MAR.2016~UPT.2017,0.0715,19,17
MAR.2016~WAL.2011,0.2017,19,12
MAR.2016~WAL.2015,0.1178,19,79
MAR.2016~WAL.2017,0.2427,19,17
MAR.2016~WWH.1996,0.0267,19,8
MAR.2016~WWH.2011,0.0904,19,8
MAR.2016~YUB.2016,0.11,19,17
MAR.2017~MCD.1998,0.5266,45,1
MAR.2017~MCD.2000,0.1371,45,8
MAR.2017~MCD.2017,0.1177,45,15
MAR.2017~NFH.1997,0.0773,45,7
MAR.2017~NFH.2000,0.0881,45,6
MAR.2017~NFH.2017,0.044,45,33
MAR.2017~OOB.2011,0.2057,45,1
MAR.2017~PPT.2016,0.1587,45,12
MAR.2017~QUI.1997,0.1234,45,17
MAR.2017~QUI.2011,0.0886,45,12
MAR.2017~QUI.2013,0.074,45,8
MAR.2017~QUI.2016,0.0787,45,38
MAR.2017~QUI.2017,0.1941,45,24
MAR.2017~REE.2000,0.1193,45,20
MAR.2017~REE.2001,0.1114,45,12
MAR.2017~REE.2009,0.11,45,21
MAR.2017~REE.2012,0.0365,45,3
MAR.2017~REE.2016,0.0829,45,10
MAR.2017~ROC.1997,0.0453,45,5
MAR.2017~ROC.2000,0.1421,45,6
MAR.2017~ROC.2009,0.0277,45,28
MAR.2017~ROC.2017,0.0365,45,47
MAR.2017~SFH.2009,0.0894,45,7
MAR.2017~SFH.2011,0.2917,45,6
MAR.2017~SFH.2012,0.0168,45,5
MAR.2017~SFH.2014,0.0852,45,3
MAR.2017~SFH.2016,0.1258,45,30
MAR.2017~SFH.2018,0.0247,45,15
MAR.2017~SFL.2010,0.0828,45,25
MAR.2017~STE.2000,0.1365,45,20
MAR.2017~SUM.2013,0.1141,45,10
MAR.2017~TRU.2016,0.1393,45,19
MAR.2017~UNK.0,0.2009,45,1
MAR.2017~UPT.2017,0.0997,45,17
MAR.2017~WAL.2011,0.2267,45,12
MAR.2017~WAL.2015,0.1579,45,79
MAR.2017~WAL.2017,0.2419,45,17
MAR.2017~WWH.1996,0.0394,45,8
MAR.2017~WWH.2011,0.0947,45,8
MAR.2017~YUB.2016,0.1361,45,17
MCD.1998~MCD.2000,0.5039,1,8
MCD.1998~MCD.2017,0.2856,1,15
MCD.1998~NFH.1997,0.3215,1,7
MCD.1998~NFH.2000,0.3645,1,6
MCD.1998~NFH.2017,0.4197,1,33
MCD.1998~OOB.2011,0.5,1,1
MCD.1998~PPT.2016,0.4501,1,12
MCD.1998~QUI.1997,0.5343,1,17
MCD.1998~QUI.2011,0.4934,1,12
MCD.1998~QUI.2013,0.4808,1,8
MCD.1998~QUI.2016,0.4997,1,38
MCD.1998~QUI.2017,-0.0131,1,24
MCD.1998~REE.2000,0.7929,1,20
MCD.1998~REE.2001,0.5268,1,12
MCD.1998~REE.2009,0.8047,1,21
MCD.1998~REE.2012,0.5016,1,3
MCD.1998~REE.2016,0.6157,1,10
MCD.1998~ROC.1997,0.5097,1,5
MCD.1998~ROC.2000,0.5713,1,6
MCD.1998~ROC.2009,0.5179,1,28
MCD.1998~ROC.2017,0.5923,1,47
MCD.1998~SFH.2009,0.6571,1,7
MCD.1998~SFH.2011,0.4787,1,6
MCD.1998~SFH.2012,0.4722,1,5
MCD.1998~SFH.2014,0.3685,1,3
MCD.1998~SFH.2016,0.3338,1,30
MCD.1998~SFH.2018,0.5519,1,15
MCD.1998~SFL.2010,0.5371,1,25
MCD.1998~STE.2000,0.6866,1,20
MCD.1998~SUM.2013,0.4049,1,10
MCD.1998~TRU.2016,0.4284,1,19
MCD.1998~UNK.0,0.5333,1,1
MCD.1998~UPT.2017,0.4847,1,17
MCD.1998~WAL.2011,0.463,1,12
MCD.1998~WAL.2015,0.2404,1,79
MCD.1998~WAL.2017,0.5483,1,17
MCD.1998~WWH.1996,0.4835,1,8
MCD.1998~WWH.2011,0.5879,1,8
MCD.1998~YUB.2016,0.5471,1,17
MCD.2000~MCD.2017,-1e-04,8,15
MCD.2000~NFH.1997,0.146,8,7
MCD.2000~NFH.2000,0.21,8,6
MCD.2000~NFH.2017,0.1131,8,33
MCD.2000~OOB.2011,0.4348,8,1
MCD.2000~PPT.2016,0.2317,8,12
MCD.2000~QUI.1997,0.037,8,17
MCD.2000~QUI.2011,0.2025,8,12
MCD.2000~QUI.2013,0.0674,8,8
MCD.2000~QUI.2016,0.0376,8,38
MCD.2000~QUI.2017,0.0653,8,24
MCD.2000~REE.2000,0.4062,8,20
MCD.2000~REE.2001,0.191,8,12
MCD.2000~REE.2009,0.4103,8,21
MCD.2000~REE.2012,0.1989,8,3
MCD.2000~REE.2016,0.3003,8,10
MCD.2000~ROC.1997,0.2374,8,5
MCD.2000~ROC.2000,0.3717,8,6
MCD.2000~ROC.2009,0.1241,8,28
MCD.2000~ROC.2017,0.1555,8,47
MCD.2000~SFH.2009,0.2398,8,7
MCD.2000~SFH.2011,0.4145,8,6
MCD.2000~SFH.2012,0.1096,8,5
MCD.2000~SFH.2014,0.3907,8,3
MCD.2000~SFH.2016,0.1143,8,30
MCD.2000~SFH.2018,0.1232,8,15
MCD.2000~SFL.2010,0.1863,8,25
MCD.2000~STE.2000,0.3373,8,20
MCD.2000~SUM.2013,0.1392,8,10
MCD.2000~TRU.2016,0.1581,8,19
MCD.2000~UNK.0,0.3381,8,1
MCD.2000~UPT.2017,0.1222,8,17
MCD.2000~WAL.2011,0.3267,8,12
MCD.2000~WAL.2015,0.131,8,79
MCD.2000~WAL.2017,0.3875,8,17
MCD.2000~WWH.1996,0.13,8,8
MCD.2000~WWH.2011,0.2374,8,8
MCD.2000~YUB.2016,0.1614,8,17
MCD.2017~NFH.1997,0.078,15,7
MCD.2017~NFH.2000,0.0833,15,6
MCD.2017~NFH.2017,0.0884,15,33
MCD.2017~OOB.2011,0.1447,15,1
MCD.2017~PPT.2016,0.1504,15,12
MCD.2017~QUI.1997,0.0384,15,17
MCD.2017~QUI.2011,0.127,15,12
MCD.2017~QUI.2013,0.0174,15,8
MCD.2017~QUI.2016,0.039,15,38
MCD.2017~QUI.2017,0.0891,15,24
MCD.2017~REE.2000,0.2208,15,20
MCD.2017~REE.2001,0.1044,15,12
MCD.2017~REE.2009,0.2274,15,21
MCD.2017~REE.2012,0.0313,15,3
MCD.2017~REE.2016,0.137,15,10
MCD.2017~ROC.1997,0.0953,15,5
MCD.2017~ROC.2000,0.2198,15,6
MCD.2017~ROC.2009,0.1146,15,28
MCD.2017~ROC.2017,0.1473,15,47
MCD.2017~SFH.2009,0.0974,15,7
MCD.2017~SFH.2011,0.2541,15,6
MCD.2017~SFH.2012,0.0187,15,5
MCD.2017~SFH.2014,0.1613,15,3
MCD.2017~SFH.2016,0.1252,15,30
MCD.2017~SFH.2018,0.0838,15,15
MCD.2017~SFL.2010,0.1463,15,25
MCD.2017~STE.2000,0.216,15,20
MCD.2017~SUM.2013,0.1106,15,10
MCD.2017~TRU.2016,0.1275,15,19
MCD.2017~UNK.0,0.0403,15,1
MCD.2017~UPT.2017,0.1068,15,17
MCD.2017~WAL.2011,0.2059,15,12
MCD.2017~WAL.2015,0.1355,15,79
MCD.2017~WAL.2017,0.2783,15,17
MCD.2017~WWH.1996,0.0391,15,8
MCD.2017~WWH.2011,0.1177,15,8
MCD.2017~YUB.2016,0.1345,15,17
NFH.1997~NFH.2000,-3e-04,7,6
NFH.1997~NFH.2017,0.0359,7,33
NFH.1997~OOB.2011,-0.0477,7,1
NFH.1997~PPT.2016,0.093,7,12
NFH.1997~QUI.1997,0.1551,7,17
NFH.1997~QUI.2011,0.1131,7,12
NFH.1997~QUI.2013,0.0963,7,8
NFH.1997~QUI.2016,0.1335,7,38
NFH.1997~QUI.2017,0.0501,7,24
NFH.1997~REE.2000,0.2797,7,20
NFH.1997~REE.2001,0.1114,7,12
NFH.1997~REE.2009,0.287,7,21
NFH.1997~REE.2012,0.0383,7,3
NFH.1997~REE.2016,0.1574,7,10
NFH.1997~ROC.1997,0.0322,7,5
NFH.1997~ROC.2000,0.1582,7,6
NFH.1997~ROC.2009,0.1035,7,28
NFH.1997~ROC.2017,0.1281,7,47
NFH.1997~SFH.2009,0.1327,7,7
NFH.1997~SFH.2011,0.2189,7,6
NFH.1997~SFH.2012,0.033,7,5
NFH.1997~SFH.2014,0.0716,7,3
NFH.1997~SFH.2016,0.0804,7,30
NFH.1997~SFH.2018,0.0868,7,15
NFH.1997~SFL.2010,0.1219,7,25
NFH.1997~STE.2000,0.2762,7,20
NFH.1997~SUM.2013,0.0997,7,10
NFH.1997~TRU.2016,0.0985,7,19
NFH.1997~UNK.0,0.0029,7,1
NFH.1997~UPT.2017,0.0934,7,17
NFH.1997~WAL.2011,0.1758,7,12
NFH.1997~WAL.2015,0.0826,7,79
NFH.1997~WAL.2017,0.2716,7,17
NFH.1997~WWH.1996,0.0488,7,8
NFH.1997~WWH.2011,0.1286,7,8
NFH.1997~YUB.2016,0.1279,7,17
NFH.2000~NFH.2017,-0.006,6,33
NFH.2000~OOB.2011,0.1685,6,1
NFH.2000~PPT.2016,0.1621,6,12
NFH.2000~QUI.1997,0.1878,6,17
NFH.2000~QUI.2011,0.1142,6,12
NFH.2000~QUI.2013,0.1706,6,8
NFH.2000~QUI.2016,0.1625,6,38
NFH.2000~QUI.2017,0.0105,6,24
NFH.2000~REE.2000,0.4425,6,20
NFH.2000~REE.2001,0.1724,6,12
NFH.2000~REE.2009,0.4653,6,21
NFH.2000~REE.2012,0.101,6,3
NFH.2000~REE.2016,0.2822,6,10
NFH.2000~ROC.1997,0.024,6,5
NFH.2000~ROC.2000,0.1474,6,6
NFH.2000~ROC.2009,0.1143,6,28
NFH.2000~ROC.2017,0.1428,6,47
NFH.2000~SFH.2009,0.249,6,7
NFH.2000~SFH.2011,0.1369,6,6
NFH.2000~SFH.2012,0.0428,6,5
NFH.2000~SFH.2014,0.0504,6,3
NFH.2000~SFH.2016,0.0471,6,30
NFH.2000~SFH.2018,0.0969,6,15
NFH.2000~SFL.2010,0.1323,6,25
NFH.2000~STE.2000,0.303,6,20
NFH.2000~SUM.2013,0.1277,6,10
NFH.2000~TRU.2016,0.1727,6,19
NFH.2000~UNK.0,0.1397,6,1
NFH.2000~UPT.2017,0.115,6,17
NFH.2000~WAL.2011,0.1683,6,12
NFH.2000~WAL.2015,0.0314,6,79
NFH.2000~WAL.2017,0.4249,6,17
NFH.2000~WWH.1996,0.1017,6,8
NFH.2000~WWH.2011,0.1699,6,8
NFH.2000~YUB.2016,0.154,6,17
NFH.2017~OOB.2011,0.1014,33,1
NFH.2017~PPT.2016,0.1429,33,12
NFH.2017~QUI.1997,0.1141,33,17
NFH.2017~QUI.2011,0.0766,33,12
NFH.2017~QUI.2013,0.0643,33,8
NFH.2017~QUI.2016,0.0874,33,38
NFH.2017~QUI.2017,0.1347,33,24
NFH.2017~REE.2000,0.1664,33,20
NFH.2017~REE.2001,0.1082,33,12
NFH.2017~REE.2009,0.1508,33,21
NFH.2017~REE.2012,0.0283,33,3
NFH.2017~REE.2016,0.1071,33,10
NFH.2017~ROC.1997,0.0339,33,5
NFH.2017~ROC.2000,0.1441,33,6
NFH.2017~ROC.2009,0.0525,33,28
NFH.2017~ROC.2017,0.07,33,47
NFH.2017~SFH.2009,0.0525,33,7
NFH.2017~SFH.2011,0.2109,33,6
NFH.2017~SFH.2012,0.004,33,5
NFH.2017~SFH.2014,0.0807,33,3
NFH.2017~SFH.2016,0.1002,33,30
NFH.2017~SFH.2018,0.0444,33,15
NFH.2017~SFL.2010,0.0916,33,25
NFH.2017~STE.2000,0.1484,33,20
NFH.2017~SUM.2013,0.1067,33,10
NFH.2017~TRU.2016,0.124,33,19
NFH.2017~UNK.0,0.1008,33,1
NFH.2017~UPT.2017,0.0966,33,17
NFH.2017~WAL.2011,0.1811,33,12
NFH.2017~WAL.2015,0.1211,33,79
NFH.2017~WAL.2017,0.2124,33,17
NFH.2017~WWH.1996,0.0366,33,8
NFH.2017~WWH.2011,0.0798,33,8
NFH.2017~YUB.2016,0.1146,33,17
OOB.2011~PPT.2016,0.2217,1,12
OOB.2011~QUI.1997,0.3289,1,17
OOB.2011~QUI.2011,0.404,1,12
OOB.2011~QUI.2013,0.2543,1,8
OOB.2011~QUI.2016,0.3859,1,38
OOB.2011~QUI.2017,-0.1267,1,24
OOB.2011~REE.2000,0.7689,1,20
OOB.2011~REE.2001,0.3861,1,12
OOB.2011~REE.2009,0.5388,1,21
OOB.2011~REE.2012,0.2,1,3
OOB.2011~REE.2016,0.6353,1,10
OOB.2011~ROC.1997,0.291,1,5
OOB.2011~ROC.2000,0.5113,1,6
OOB.2011~ROC.2009,0.1799,1,28
OOB.2011~ROC.2017,0.3187,1,47
